W0501 07:29:45.779000 2026245 torch/distributed/run.py:803] 
W0501 07:29:45.779000 2026245 torch/distributed/run.py:803] *****************************************
W0501 07:29:45.779000 2026245 torch/distributed/run.py:803] Setting OMP_NUM_THREADS environment variable for each process to be 1 in default, to avoid your system being overloaded, please further tune the variable for optimal performance in your application as needed. 
W0501 07:29:45.779000 2026245 torch/distributed/run.py:803] *****************************************
Hyperparameters:
  adam_eps: 1e-08
1500/20000 train_loss: 2.5824 train_time: 2.4m tok/s: 8322602
2000/20000 train_loss: 2.5760 train_time: 3.2m tok/s: 8321284
layer_loop:enabled step:2215 frac:0.350 encoder:[0, 1, 2, 3, 4, 5, 3, 4] decoder:[5, 3, 4, 5, 6, 7, 8, 9, 10]
2500/20000 train_loss: 2.4709 train_time: 4.2m tok/s: 7830589
3000/20000 train_loss: 2.6357 train_time: 5.4m tok/s: 7333689
3500/20000 train_loss: 2.4115 train_time: 6.5m tok/s: 7031929
4000/20000 train_loss: 2.5670 train_time: 7.7m tok/s: 6821772
4500/20000 train_loss: 2.3903 train_time: 8.8m tok/s: 6666519
4982/20000 val_loss: 2.3054 val_bpb: 1.0534
stopping_early: wallclock_cap train_time: 598035ms step: 4982/20000
peak memory allocated: 41724 MiB reserved: 46960 MiB
ema:applying EMA weights
diagnostic pre-quantization post-ema val_loss:2.29393209 val_bpb:1.04814609 eval_time:10147ms
Serialized model: 135421514 bytes
Code size (uncompressed): 187853 bytes
Code size (compressed): 36291 bytes
GPTQ:collecting Hessians from calibration data...
GPTQ:collected 67 Hessians in 4.5s
Quantized weights:
  gptq (int6): blocks.attn.c_k.weight, blocks.attn.c_q.weight, blocks.attn.c_v.weight, blocks.attn.proj.weight, blocks.mlp.fc.weight, blocks.mlp.proj.weight
  gptq (int7)+awqgrpint8+lqer_asym: tok_emb.weight
  passthrough (float16): blocks.attn.attn_gate_w, blocks.attn.q_gain, blocks.attn.xsa_alpha, blocks.attn_scale, blocks.mlp_scale, blocks.resid_mix, parallel_post_lambdas, parallel_resid_lambdas, skip_gates, skip_weights, smear_gate.weight, smear_lambda, softcap_neg, softcap_pos
Serialize: per-group lrzip compression...
Serialize: per-group compression done in 98.3s
Serialized model quantized+pergroup: 15946957 bytes
Total submission size quantized+pergroup: 15983248 bytes
Deserialize: per-group lrzip decompression...
Deserialize: decompression done in 16.6s
diagnostic quantized val_loss:2.31277887 val_bpb:1.05675759 eval_time:15332ms
Deserialize: per-group lrzip decompression...
Deserialize: decompression done in 15.7s
ttt_lora:warming up compile (random tokens, no val data)
ttt_lora:compile warmup done (81.1s)

beginning TTT eval timer
ngram_tilt:hints total=47851520 gated=13023303 token_gate=628130 within_gate=9866847 word_gate=2891588 agree2plus=303177
ngram_tilt:precompute_done elapsed=128.53s total_targets=47851520
ttt_phased: total_docs:50000 prefix_docs:1000 suffix_docs:49000 num_phases:1 boundaries:[1000]
ttp: b781/782 bl:2.1129 bb:1.0338 rl:2.1129 rb:1.0338 dl:17258-30330 gd:0
ttpp: phase:1/1 pd:1424 gd:1000 t:238.0s
tttg: c1/154 lr:0.001000 t:0.3s
tttg: c2/154 lr:0.001000 t:0.5s
tttg: c3/154 lr:0.001000 t:0.6s
tttg: c4/154 lr:0.000999 t:0.7s
tttg: c5/154 lr:0.000998 t:0.8s
tttg: c6/154 lr:0.000997 t:0.9s
tttg: c7/154 lr:0.000996 t:1.0s
tttg: c8/154 lr:0.000995 t:1.1s
tttg: c9/154 lr:0.000993 t:1.2s
tttg: c10/154 lr:0.000991 t:1.3s
tttg: c11/154 lr:0.000989 t:1.4s
tttg: c12/154 lr:0.000987 t:1.5s
tttg: c13/154 lr:0.000985 t:1.6s
tttg: c14/154 lr:0.000982 t:1.7s
tttg: c15/154 lr:0.000979 t:1.8s
tttg: c16/154 lr:0.000976 t:2.0s
tttg: c17/154 lr:0.000973 t:2.1s
tttg: c18/154 lr:0.000970 t:2.2s
tttg: c19/154 lr:0.000966 t:2.3s
tttg: c20/154 lr:0.000962 t:2.4s
tttg: c21/154 lr:0.000958 t:2.5s
tttg: c22/154 lr:0.000954 t:2.6s
tttg: c23/154 lr:0.000950 t:2.7s
tttg: c24/154 lr:0.000945 t:2.8s
tttg: c25/154 lr:0.000941 t:2.9s
tttg: c26/154 lr:0.000936 t:3.1s
tttg: c27/154 lr:0.000930 t:3.2s
tttg: c28/154 lr:0.000925 t:3.3s
tttg: c29/154 lr:0.000920 t:3.4s
tttg: c30/154 lr:0.000914 t:3.5s
tttg: c31/154 lr:0.000908 t:3.6s
tttg: c32/154 lr:0.000902 t:3.7s
tttg: c33/154 lr:0.000896 t:3.8s
tttg: c34/154 lr:0.000890 t:4.0s
tttg: c35/154 lr:0.000883 t:4.1s
tttg: c36/154 lr:0.000876 t:4.2s
tttg: c37/154 lr:0.000870 t:4.3s
tttg: c38/154 lr:0.000863 t:4.4s
tttg: c39/154 lr:0.000855 t:4.5s
tttg: c40/154 lr:0.000848 t:4.6s
tttg: c41/154 lr:0.000841 t:4.7s
tttg: c42/154 lr:0.000833 t:4.8s
tttg: c43/154 lr:0.000825 t:5.0s
tttg: c44/154 lr:0.000817 t:5.1s
tttg: c45/154 lr:0.000809 t:5.2s
tttg: c46/154 lr:0.000801 t:5.3s
tttg: c47/154 lr:0.000793 t:5.4s
tttg: c48/154 lr:0.000785 t:5.5s
tttg: c49/154 lr:0.000776 t:5.6s
tttg: c50/154 lr:0.000768 t:5.7s
tttg: c51/154 lr:0.000759 t:5.8s
tttg: c52/154 lr:0.000750 t:5.9s
tttg: c53/154 lr:0.000741 t:6.1s
tttg: c54/154 lr:0.000732 t:6.2s
tttg: c55/154 lr:0.000723 t:6.3s
tttg: c56/154 lr:0.000714 t:6.4s
tttg: c57/154 lr:0.000704 t:6.5s
tttg: c58/154 lr:0.000695 t:6.6s
tttg: c59/154 lr:0.000685 t:6.8s
tttg: c60/154 lr:0.000676 t:6.9s
tttg: c61/154 lr:0.000666 t:7.0s
tttg: c62/154 lr:0.000656 t:7.1s
tttg: c63/154 lr:0.000647 t:7.2s
tttg: c64/154 lr:0.000637 t:7.3s
tttg: c65/154 lr:0.000627 t:7.4s
tttg: c66/154 lr:0.000617 t:7.6s
tttg: c67/154 lr:0.000607 t:7.7s
tttg: c68/154 lr:0.000597 t:7.8s
tttg: c69/154 lr:0.000587 t:7.9s
tttg: c70/154 lr:0.000577 t:8.0s
tttg: c71/154 lr:0.000567 t:8.1s
tttg: c72/154 lr:0.000556 t:8.2s
tttg: c73/154 lr:0.000546 t:8.3s
tttg: c74/154 lr:0.000536 t:8.4s
tttg: c75/154 lr:0.000526 t:8.6s
tttg: c76/154 lr:0.000515 t:8.7s
tttg: c77/154 lr:0.000505 t:8.8s
tttg: c78/154 lr:0.000495 t:8.9s
tttg: c79/154 lr:0.000485 t:9.0s
tttg: c80/154 lr:0.000474 t:9.1s
tttg: c81/154 lr:0.000464 t:9.2s
tttg: c82/154 lr:0.000454 t:9.3s
tttg: c83/154 lr:0.000444 t:9.4s
tttg: c84/154 lr:0.000433 t:9.5s
tttg: c85/154 lr:0.000423 t:9.7s
tttg: c86/154 lr:0.000413 t:9.8s
tttg: c87/154 lr:0.000403 t:9.9s
tttg: c88/154 lr:0.000393 t:10.0s
tttg: c89/154 lr:0.000383 t:10.1s
tttg: c90/154 lr:0.000373 t:10.2s
tttg: c91/154 lr:0.000363 t:10.3s
tttg: c92/154 lr:0.000353 t:10.4s
tttg: c93/154 lr:0.000344 t:10.5s
tttg: c94/154 lr:0.000334 t:10.6s
tttg: c95/154 lr:0.000324 t:10.8s
tttg: c96/154 lr:0.000315 t:10.9s
tttg: c97/154 lr:0.000305 t:11.0s
tttg: c98/154 lr:0.000296 t:11.1s
tttg: c99/154 lr:0.000286 t:11.2s
tttg: c100/154 lr:0.000277 t:11.3s
tttg: c101/154 lr:0.000268 t:11.4s
tttg: c102/154 lr:0.000259 t:11.5s
tttg: c103/154 lr:0.000250 t:11.6s
tttg: c104/154 lr:0.000241 t:11.8s
tttg: c105/154 lr:0.000232 t:11.9s
tttg: c106/154 lr:0.000224 t:12.0s
tttg: c107/154 lr:0.000215 t:12.1s
tttg: c108/154 lr:0.000207 t:12.2s
tttg: c109/154 lr:0.000199 t:12.3s
tttg: c110/154 lr:0.000191 t:12.4s
tttg: c111/154 lr:0.000183 t:12.5s
tttg: c112/154 lr:0.000175 t:12.6s
tttg: c113/154 lr:0.000167 t:12.8s
tttg: c114/154 lr:0.000159 t:12.9s
tttg: c115/154 lr:0.000152 t:13.0s
tttg: c116/154 lr:0.000145 t:13.1s
tttg: c117/154 lr:0.000137 t:13.2s
tttg: c118/154 lr:0.000130 t:13.3s
tttg: c119/154 lr:0.000124 t:13.4s
tttg: c120/154 lr:0.000117 t:13.5s
tttg: c121/154 lr:0.000110 t:13.6s
tttg: c122/154 lr:0.000104 t:13.8s
tttg: c123/154 lr:0.000098 t:13.9s
tttg: c124/154 lr:0.000092 t:14.0s
tttg: c125/154 lr:0.000086 t:14.1s
tttg: c126/154 lr:0.000080 t:14.2s
tttg: c127/154 lr:0.000075 t:14.3s
tttg: c128/154 lr:0.000070 t:14.4s
tttg: c129/154 lr:0.000064 t:14.5s
tttg: c130/154 lr:0.000059 t:14.6s
tttg: c131/154 lr:0.000055 t:14.8s
tttg: c132/154 lr:0.000050 t:14.9s
tttg: c133/154 lr:0.000046 t:15.0s
tttg: c134/154 lr:0.000042 t:15.1s
tttg: c135/154 lr:0.000038 t:15.2s
tttg: c136/154 lr:0.000034 t:15.4s
tttg: c137/154 lr:0.000030 t:15.5s
tttg: c138/154 lr:0.000027 t:15.6s
tttg: c139/154 lr:0.000024 t:15.7s
tttg: c140/154 lr:0.000021 t:15.8s
tttg: c141/154 lr:0.000018 t:16.0s
tttg: c142/154 lr:0.000015 t:16.1s
tttg: c143/154 lr:0.000013 t:16.2s
tttg: c144/154 lr:0.000011 t:16.3s
tttg: c145/154 lr:0.000009 t:16.4s
tttg: c146/154 lr:0.000007 t:16.6s
tttg: c147/154 lr:0.000005 t:16.7s
tttg: c148/154 lr:0.000004 t:16.8s
tttg: c149/154 lr:0.000003 t:16.9s
tttg: c150/154 lr:0.000002 t:17.0s
tttg: c151/154 lr:0.000001 t:17.1s
tttg: c152/154 lr:0.000000 t:17.2s
tttg: c153/154 lr:0.000000 t:17.3s
ttpr: phase:1/1 t:257.5s
ttp: b752/782 bl:2.2892 bb:1.0523 rl:2.1355 rb:1.0363 dl:3222-3283 gd:1
ttp: b750/782 bl:2.3567 bb:1.0589 rl:2.1598 rb:1.0390 dl:3090-3149 gd:1
ttp: b746/782 bl:2.3702 bb:1.0444 rl:2.1793 rb:1.0395 dl:2884-2943 gd:1
ttp: b744/782 bl:2.3693 bb:1.0659 rl:2.1950 rb:1.0418 dl:2806-2842 gd:1
ttp: b741/782 bl:2.2763 bb:1.0208 rl:2.2010 rb:1.0402 dl:2686-2730 gd:1
ttp: b739/782 bl:2.2587 bb:1.0077 rl:2.2049 rb:1.0379 dl:2619-2652 gd:1
ttp: b736/782 bl:2.2060 bb:1.0393 rl:2.2049 rb:1.0380 dl:2526-2550 gd:1
ttp: b733/782 bl:2.3422 bb:1.0487 rl:2.2125 rb:1.0386 dl:2441-2468 gd:1
ttp: b729/782 bl:2.2673 bb:1.0591 rl:2.2152 rb:1.0396 dl:2325-2352 gd:1
ttp: b727/782 bl:2.2296 bb:1.0275 rl:2.2159 rb:1.0391 dl:2277-2305 gd:1
ttp: b720/782 bl:2.3171 bb:1.0480 rl:2.2201 rb:1.0394 dl:2125-2144 gd:1
ttp: b714/782 bl:2.2740 bb:1.0073 rl:2.2222 rb:1.0381 dl:2018-2035 gd:1
ttp: b706/782 bl:2.3652 bb:1.0578 rl:2.2271 rb:1.0389 dl:1898-1910 gd:1
ttp: b699/782 bl:2.3835 bb:1.0405 rl:2.2321 rb:1.0389 dl:1814-1824 gd:1
ttp: b692/782 bl:2.2599 bb:1.0145 rl:2.2329 rb:1.0382 dl:1737-1746 gd:1
ttp: b683/782 bl:2.2438 bb:1.0445 rl:2.2332 rb:1.0383 dl:1646-1657 gd:1
ttp: b675/782 bl:2.3338 bb:1.0437 rl:2.2358 rb:1.0385 dl:1578-1586 gd:1
ttp: b665/782 bl:2.2996 bb:1.0331 rl:2.2373 rb:1.0383 dl:1500-1507 gd:1
ttp: b657/782 bl:2.2737 bb:1.0333 rl:2.2381 rb:1.0382 dl:1445-1452 gd:1
ttp: b649/782 bl:2.2448 bb:0.9980 rl:2.2382 rb:1.0373 dl:1392-1398 gd:1
ttp: b640/782 bl:2.2702 bb:1.0342 rl:2.2389 rb:1.0373 dl:1337-1343 gd:1
ttp: b634/782 bl:2.3476 bb:1.0335 rl:2.2409 rb:1.0372 dl:1302-1308 gd:1
ttp: b626/782 bl:2.2778 bb:1.0122 rl:2.2416 rb:1.0367 dl:1260-1265 gd:1
ttp: b618/782 bl:2.3726 bb:1.0560 rl:2.2438 rb:1.0371 dl:1216-1221 gd:1
ttp: b611/782 bl:2.2635 bb:1.0107 rl:2.2442 rb:1.0366 dl:1182-1186 gd:1
ttp: b603/782 bl:2.3963 bb:1.0495 rl:2.2465 rb:1.0368 dl:1146-1150 gd:1
ttp: b596/782 bl:2.2523 bb:1.0297 rl:2.2466 rb:1.0367 dl:1115-1119 gd:1
ttp: b588/782 bl:2.2737 bb:1.0233 rl:2.2470 rb:1.0365 dl:1081-1086 gd:1
ttp: b579/782 bl:2.3013 bb:1.0171 rl:2.2477 rb:1.0363 dl:1044-1048 gd:1
ttp: b571/782 bl:2.2633 bb:0.9901 rl:2.2479 rb:1.0356 dl:1014-1017 gd:1
ttp: b563/782 bl:2.2230 bb:0.9989 rl:2.2476 rb:1.0352 dl:987-990 gd:1
ttp: b554/782 bl:2.4012 bb:1.0810 rl:2.2495 rb:1.0357 dl:955-959 gd:1
ttp: b547/782 bl:2.2884 bb:1.0285 rl:2.2499 rb:1.0356 dl:934-937 gd:1
ttp: b539/782 bl:2.2931 bb:1.0165 rl:2.2504 rb:1.0354 dl:909-912 gd:1
ttp: b530/782 bl:2.3677 bb:1.0649 rl:2.2516 rb:1.0357 dl:882-884 gd:1
ttp: b521/782 bl:2.3185 bb:1.0509 rl:2.2523 rb:1.0359 dl:854-858 gd:1
ttp: b513/782 bl:2.3307 bb:1.0232 rl:2.2531 rb:1.0358 dl:832-835 gd:1
ttp: b504/782 bl:2.2834 bb:1.0186 rl:2.2534 rb:1.0356 dl:807-809 gd:1
ttp: b497/782 bl:2.3070 bb:1.0288 rl:2.2539 rb:1.0355 dl:788-791 gd:1
ttp: b488/782 bl:2.2610 bb:0.9949 rl:2.2539 rb:1.0352 dl:766-769 gd:1
ttp: b482/782 bl:2.2936 bb:1.0311 rl:2.2543 rb:1.0351 dl:752-754 gd:1
ttp: b474/782 bl:2.3046 bb:1.0552 rl:2.2547 rb:1.0353 dl:733-735 gd:1
ttp: b463/782 bl:2.2721 bb:1.0224 rl:2.2548 rb:1.0352 dl:708-710 gd:1
ttp: b455/782 bl:2.2561 bb:1.0168 rl:2.2548 rb:1.0350 dl:691-693 gd:1
ttp: b447/782 bl:2.2944 bb:1.0540 rl:2.2551 rb:1.0352 dl:674-676 gd:1
ttp: b439/782 bl:2.2883 bb:1.0211 rl:2.2554 rb:1.0351 dl:657-659 gd:1
ttp: b431/782 bl:2.3390 bb:1.0377 rl:2.2560 rb:1.0351 dl:642-643 gd:1
ttp: b423/782 bl:2.2691 bb:1.0353 rl:2.2561 rb:1.0351 dl:626-629 gd:1
ttp: b415/782 bl:2.2516 bb:1.0429 rl:2.2560 rb:1.0352 dl:611-613 gd:1
ttp: b407/782 bl:2.2389 bb:1.0250 rl:2.2559 rb:1.0351 dl:595-597 gd:1
ttp: b399/782 bl:2.2470 bb:1.0141 rl:2.2559 rb:1.0350 dl:581-582 gd:1
ttp: b391/782 bl:2.2698 bb:1.0455 rl:2.2559 rb:1.0350 dl:566-568 gd:1
ttp: b383/782 bl:2.2374 bb:1.0259 rl:2.2558 rb:1.0350 dl:552-554 gd:1
ttp: b375/782 bl:2.3657 bb:1.0551 rl:2.2565 rb:1.0351 dl:538-540 gd:1
ttp: b367/782 bl:2.2591 bb:1.0661 rl:2.2565 rb:1.0352 dl:525-527 gd:1
ttp: b359/782 bl:2.2198 bb:1.0193 rl:2.2563 rb:1.0352 dl:512-513 gd:1
ttp: b351/782 bl:2.3253 bb:1.0645 rl:2.2566 rb:1.0353 dl:498-499 gd:1
ttp: b343/782 bl:2.1846 bb:1.0281 rl:2.2563 rb:1.0353 dl:486-488 gd:1
ttp: b335/782 bl:2.3211 bb:1.0515 rl:2.2566 rb:1.0354 dl:474-476 gd:1
ttp: b327/782 bl:2.2933 bb:1.0663 rl:2.2568 rb:1.0355 dl:462-463 gd:1
ttp: b319/782 bl:2.3533 bb:1.0611 rl:2.2572 rb:1.0356 dl:450-451 gd:1
ttp: b310/782 bl:2.2578 bb:1.0824 rl:2.2572 rb:1.0358 dl:437-438 gd:1
ttp: b298/782 bl:2.3908 bb:1.0887 rl:2.2578 rb:1.0360 dl:418-420 gd:1
ttp: b288/782 bl:2.1970 bb:1.0000 rl:2.2575 rb:1.0359 dl:403-405 gd:1
ttp: b280/782 bl:2.3165 bb:1.0801 rl:2.2577 rb:1.0361 dl:392-394 gd:1
ttp: b272/782 bl:2.3392 bb:1.0805 rl:2.2580 rb:1.0362 dl:382-383 gd:1
ttp: b264/782 bl:2.3806 bb:1.0848 rl:2.2585 rb:1.0364 dl:371-372 gd:1
ttp: b256/782 bl:2.4952 bb:1.1014 rl:2.2593 rb:1.0366 dl:361-362 gd:1
ttp: b248/782 bl:2.4211 bb:1.1685 rl:2.2599 rb:1.0371 dl:351-352 gd:1
ttp: b240/782 bl:2.2575 bb:1.0362 rl:2.2599 rb:1.0371 dl:341-342 gd:1
ttp: b229/782 bl:2.3419 bb:1.0555 rl:2.2601 rb:1.0371 dl:328-329 gd:1
ttp: b219/782 bl:2.2759 bb:1.0889 rl:2.2602 rb:1.0373 dl:316-317 gd:1
ttp: b209/782 bl:2.3762 bb:1.1115 rl:2.2605 rb:1.0375 dl:305-306 gd:1
ttp: b201/782 bl:2.2624 bb:1.0792 rl:2.2605 rb:1.0376 dl:297-298 gd:1
ttp: b193/782 bl:2.3287 bb:1.1167 rl:2.2607 rb:1.0378 dl:288-289 gd:1
ttp: b185/782 bl:2.3731 bb:1.0881 rl:2.2610 rb:1.0380 dl:279-280 gd:1
ttp: b172/782 bl:2.4823 bb:1.1381 rl:2.2616 rb:1.0382 dl:266-267 gd:1
ttp: b162/782 bl:2.3749 bb:1.1057 rl:2.2619 rb:1.0384 dl:256-257 gd:1
ttp: b154/782 bl:2.4487 bb:1.1943 rl:2.2623 rb:1.0387 dl:249-250 gd:1
ttp: b141/782 bl:2.4314 bb:1.1096 rl:2.2627 rb:1.0389 dl:236-237 gd:1
ttp: b131/782 bl:2.3640 bb:1.1415 rl:2.2629 rb:1.0391 dl:227-228 gd:1
ttp: b123/782 bl:2.3596 bb:1.1473 rl:2.2631 rb:1.0393 dl:219-220 gd:1
ttp: b113/782 bl:2.5091 bb:1.1156 rl:2.2636 rb:1.0395 dl:210-211 gd:1
ttp: b101/782 bl:2.4668 bb:1.1338 rl:2.2640 rb:1.0396 dl:200-201 gd:1
ttp: b92/782 bl:2.3958 bb:1.1400 rl:2.2642 rb:1.0398 dl:191-192 gd:1
ttp: b84/782 bl:2.4789 bb:1.1787 rl:2.2646 rb:1.0400 dl:184-185 gd:1
ttp: b73/782 bl:2.5087 bb:1.2313 rl:2.2650 rb:1.0403 dl:174-175 gd:1
ttp: b61/782 bl:2.4068 bb:1.1914 rl:2.2652 rb:1.0405 dl:164-165 gd:1
ttp: b53/782 bl:2.4689 bb:1.1765 rl:2.2655 rb:1.0407 dl:156-157 gd:1
ttp: b45/782 bl:2.4154 bb:1.1558 rl:2.2657 rb:1.0409 dl:148-149 gd:1
ttp: b34/782 bl:2.5933 bb:1.1872 rl:2.2661 rb:1.0411 dl:137-138 gd:1
ttp: b22/782 bl:2.5088 bb:1.1744 rl:2.2664 rb:1.0412 dl:124-126 gd:1
ttp: b14/782 bl:2.5321 bb:1.1559 rl:2.2667 rb:1.0413 dl:114-115 gd:1
ttp: b5/782 bl:2.6538 bb:1.2075 rl:2.2670 rb:1.0415 dl:96-99 gd:1
quantized_ttt_phased val_loss:2.28505287 val_bpb:1.04417999 eval_time:577665ms
total_eval_time:577.7s
